word	frequency	num_vowels	syllables
жено	1	2	же,но
сети	1	2	се,ти
јавач	1	2	ја,вач
роса	1	2	ро,са
прецветуваа	1	5	пре,цве,ту,ваа
борат	1	2	бо,рат
чедно	1	2	че,дно
роговите	1	4	ро,го,ви,те
кошара	1	3	ко,ша,ра
чешка	1	2	чеш,ка
главо	1	2	гла,во
волчки	1	2	вол,чки
налути	1	3	на,лу,ти
раната	1	3	ра,на,та
ортома	1	3	ор,то,ма
дирата	1	3	ди,ра,та
потпалувачи	1	5	пот,па,лу,ва,чи
гумното	1	3	гум,но,то
играорка	1	4	и,га,ор,ка
домаќине	1	4	до,маќи,не
додржам	1	2	до,држам
јунето	1	3	ју,не,то
јажето	1	3	ја,же,то
ИВАНОВ	1	3	И,ва,нов
НЕОБЈАСЛИВОТО	1	6	Не,о,бја,сли,во,то
Тозија	1	3	 То,зи,ја 
февруари	1	4	фе,вру,а,ри
југ	1	1
пророкувањето	1	6	про,рок,у,ва,ње
молни	1	2	мол,ни
врски	1	1
необјасливото	1	6	не,о,бјас,ни,во
раскажувате	1	5	рас,ка,жу,ва,тe
неименливо	1	5	не,и,ме,нув,но
ритам	1	2	ри,там
осамнува	1	4	о,сам,ну,ва
севласт	1	2	се,вла,ст
владеење	1	4	вла,де,ење
трње	1	1
избори	1	3	из,бо,ри
избира	1	3	из,би,ра
продаденици	1	5	про,да,де,ни,ци
партии	1	3	па,р,ти,и
трговци	1	2	трго,вци
Преспа	1	2	Пре,спа
возбудено	1	4	воз,бу,де,но
чкорчето	1	3	чко,рче,то
срамота	1	3	сра,мо,та
медали	1	3	ме,да,ли
порекнува	1	4	по,рек,ну,ва
разувери	1	4	ра,зуве,ри
остава	1	3	о,ста,ва
согласи	1	3	со,гла,си
недостига	1	4	не,до,стиг,а
галиме	1	3	га,ли,ме
порекнат	1	3	по,рек,нат
четворица	1	4	чет,во,ри,ца
баби	1	2	ба,би
требна	1	2	треб,на
зеле	1	2	зе,ле
правдата	1	3	прав,да,та
закажале	1	4	за,ка,же,ле
доведовме	1	4	до,ве,дов,ме
глобат	1	2	гло,бат
Дупени	1	3	Ду,пе,ни
трагата	1	3	тра,га,та
дошол	1	2	до,шол
Појде	1	2	Пој,де
ојде	1	2	ој,де
отепал	1	3	о,te,pal
побараме	1	4	по,ба,ра,ме
коњчето	1	3	коњ,че,то
скрие	1	2	скри,е
дозна	1	2	до,зна
кажување	1	4	ка,жу,ва,ње
своето	1	3	сво,е,то
распрашуваше	1	5	рас,пра,шу,ваше
оџа	1	2	оџа
побарате	1	4	по,ба,ра,те
Ставрета	1	3	Став,ре,та
напина	1	3	на,пи,на
навистина	1	4	на,висти,на
предал	1	2	пе,дал
калдрмче	1	2	кал,дрм,че
чујам	1	2	чу,јам
потплакување	1	5	пот,пла,ку,вање
крушата	1	3	кру,ша,та
биднало	1	3	би,дна,ло
изусти	1	3	и,зу,сти
вујчета	1	3	вуј,че,та
молчевме	1	3	мол,че,вме
послужувач	1	4	послу,жу,вач
кажувањето	1	5	ка,жу,ва,ње
окупаторот	1	5	о,ку,па,тор,от
разурнуваа	1	5	ра,зур,ну,ваа
непријателот	1	5	неп,ри,ја,телот
прогон	1	2	про,гон
несигурност	1	4	не,си,гур,ност
визити	1	3	ви,зи,ти
неотпеано	1	5	не,о,тпе,а,но
Албанци	1	3	Ал,бан,ци
крава	1	2	кра,ва
изѕемнати	1	4	из,зе,мна,ти
фаќаше	1	3	фа,ќаш,е
снагава	1	3	сна,га,ва
морничаво	1	4	мор,ни,ча,во
попалиме	1	4	по,па,ли,ме
зачуваме	1	4	за,чуваме
чаре	1	2	ча,ре
најдете	1	3	нај,де,те
началник	1	3	на,чал,ник
државата	1	3	држа,ва,та
копаме	1	3	ко,па,ме
исполнат	1	3	ис,по,нат
велиме	1	3	ве,ли,ме
златници	1	3	злат,ни,ци
оперете	1	4	о,пе,ре,те
кога	1	2	ко,га
штити	1	2	шти,ти
отпорано	1	4	от,по,ра,но
каснала	1	3	кас,на,ла
изметилиле	1	5	изме,ти,ли,ле
нападнала	1	4	на,пад,на,ла
поплавила	1	4	по,пла,ви,ла
ретчи	1	2	рет,чи
исцедиме	1	4	ис,це,ди,ме
редот	1	2	ре,дот
судиме	1	3	суд,и,ме
бојата	1	3	бо,ја,та
Оџата	1	3	Оџа,та
народите	1	4	на,ро,ди,те
пристегнам	1	3	при,сте,гнам
позборувам	1	4	поз,бо,ру,вам
некогаш	1	3	не,ко,гаш
разградување	1	5	раз,гра,ду,ва,ње
жалат	1	2	жа,лат
миндерлакот	1	4	мин,дер,ла,кот
разбирам	1	3	раз,би,рам
нанапред	1	3	на,на,пред
инатења	1	4	и,на,те,ња
надевања	1	4	на,де,вања
1984	1	0
ПРИЈАТЕЛИ	1	4	При,ја,те,ли
шеталише	1	4	ше,та,ли,ше
разговор	1	3	раз,го,вор
забележале	1	5	за,бе,лежа,ле
навреда	1	3	на,вре,да
Југославија	1	5	Ју,го,сла,вија
борбите	1	3	бор,би,те
ракавици	1	4	ра,ка,ви,ци
налево	1	3	на,ле,во
средна	1	2	сред,на
гребен	1	2	гре,бен
фишеци	1	3	фи,ше,ци
одмазда	1	3	од,маз,да
фалбаџика	1	4	фал,ба,џи,ка
шетаат	1	3	ше,та,ат
шетачите	1	4	ше,та,чи,те
восхитувања	1	5	вос,хи,ту,ва,ња
спортски	1	2	спорт,ски
патец	1	2	па,тец
побегнува	1	4	по,бе,гну,ва
задоволна	1	4	за,до,вол,на
вила	1	2	ви,ла
развлечено	1	4	раз,вле,че,но
гали	1	2	га,ли
прилега	1	3	при,ле,га
љ	1	0
шутне	1	2	шу,тне
циник	1	2	цин,ик
колежи	1	3	ко,лежи
мрази	1	2	мра,зи
покажува	1	4	по,ка,жу,ва
торти	1	2	тор,ти
недела	1	3	не,де,ла
торта	1	2	тор,та
виски	1	2	вис,ки
Лили	1	2	Li,li
едноставна	1	4	ед,но,став,на
вкус	1	1
специјалитети	1	6	спе,ци,ја,ли,тети
помошничка	1	4	по,мо,шнич,ка
Мики	1	2	Ми,ки
коли	1	2	ко,ли
сиромаштија	1	5	си,ро,маш,ти,ја
продукција	1	4	про,дук,ци,ја
брмчат	1	1
прикажување	1	5	при,ка,жу,ва,ње
умеете	1	4	у,ме,ете
ласка	1	2	лас,ка
сјајни	1	2	сјај,ни
трудам	1	2	трудам
успешно	1	3	у,спе,шно
успеавте	1	4	у,спе,ав,те
Мрачен	1	2	Мра,чен
сметки	1	2	сме,тки
челичен	1	3	че,лич,ен
Која	1	2	Ко,ја
гнев	1	1
еднаквост	1	3	ед,нак,вост
посматраат	1	4	пос,ма,тра,ат
вам	1	1
вредност	1	2	вре,дност
ролшуи	1	3	рол,шу,и
оддалечува	1	5	од,да,ле,чу,ва
РОДЕВ	1	2	РО,ДЕВ
ЗИМЕ	1	2	Зи,ме
птичка	1	2	пти,чка
исплашам	1	3	ис,пла,шам
исплаши	1	3	ис,пла,ши
птичката	1	3	пти,чка,та
пол	1	1
бега	1	2	бе,га
нијанси	1	3	ни,јан,си
врабец	1	2	вра,бец
боболка	1	3	бо,бол,ка
косовите	1	4	ко,со,ви,те
толерантни	1	4	то,ле,рант,ни
изметено	1	4	изме,те,но
студот	1	2	сту,дот
лисја	1	2	ли,сја
секна	1	2	сек,на
оддалечуваше	1	6	од,да,ле,чу,ва,ше
попусто	1	3	по,пу,сто
мачката	1	3	ма,чка,та
тек	1	1
смирени	1	3	сми,ре,ни
гладни	1	2	глад,ни
ронките	1	3	рон,ки,те
врапче	1	2	врап,че
најчудно	1	3	нај,чуд,но
билбилче	1	3	бил,би,лче
гнездо	1	2	гне,здо
посматраше	1	4	пос,ма,тра,ше
темникаво	1	4	тем,ни,ка,во
мртво	1	1
еве	1	2	е,ве
КОЧОВСКИ	1	3	КО,ЧОВ,СКИ
СОВРШЕНИТЕ	1	4	Сов,рше,ни,te
затвореше	1	4	за,тво,реше
потребите	1	4	потре,би,те
пет	1	1
порака	1	3	по,ра,ка
странство	1	2	стра,нство
назначени	1	4	на,зна,че,ни
граѓани	1	3	граѓа,ни
изјавиле	1	4	из,ја,ви,ле
заведено	1	4	за,ве,де,но
член	1	1
крупност	1	2	круп,ност
гадости	1	3	га,до,сти
петтемина	1	4	пет,те,ми,на
стигнало	1	3	стиг,на,ло
решавање	1	4	ре,ше,вање
бараше	1	3	ба,ра,ше
разберат	1	3	раз,бе,рат
грешник	1	2	гре,шник
црно	1	1
задавија	1	4	за,да,ви,ја
решаваат	1	4	ре,ше,ва,аат
НАЈЧЕВСКА	1	3	НАЈ,ЧЕВ,СКА
МАЈКА	1	2	МАЈ,КА
сијалицата	1	5	си,а,ли,ца,та
помогне	1	3	по,мог,не
окупација	1	5	о,ку,па,ци,ја
бомбардери	1	4	бом,бар,де,ри
борби	1	2	бор,би
бесеа	1	3	бе,се,а
шумкари	1	3	шум,ка,ри
скривницата	1	4	скри,вни,ца,та
шепотеше	1	4	ше,по,те,ше
разберам	1	3	раз,бе,рам
потоп	1	2	по,топ
слушнаа	1	3	слуш,наа
влечеа	1	3	вле,че,а
болештини	1	4	бо,ле,шти,ни
исцрпена	1	3	ис,цр,пе,на
гушна	1	2	гуш,на
појасот	1	3	по,ја,сот
лекови	1	3	ле,ко,ви
комшивка	1	3
милуваше	1	4	ми,лу,ва,ше
прашаш	1	2	пра,шаш
револт	1	2	ре,волт
шегува	1	3	ше,гу,ва
очигледно	1	4	о,чи,глед,но
можност	1	2	вож,нос,ти
непресметливост	1	5	неп,ре,сме,ти,вост
родител	1	3	ро,ди,тел
нестрплива	1	3	не,стрп,ли,ва
најгорчливата	1	5	нај,гор,чли,ва,та
амбулантата	1	5	ам,бу,лан,та,та
непријатно	1	4	неп,ри,јат,но
дошла	1	2	до,шла
забремените	1	5	за,бре,ме,ни,те
различна	1	3	раз,лич,на
малечок	1	3	ма,ле,чок
скапоцености	1	5	скапо,цен,ости
динар	1	2	ди,нар
сожалила	1	4	со,жа,ли,ла
завидував	1	4	за,ви,два,вам
раздвижување	1	5	раз,дви,жу,ва,ње
припадност	1	3	при,па,дно,ст
истурив	1	3	ис,ту,рив
среќнице	1	3	среъ,ќни,це
мајки	1	2	мај,ки
влечев	1	2	влеч,ев
признание	1	4	при,зна,ние
халуцинирав	1	5	ха,лу,ци,ни,рав
осудени	1	4	о,су,де,ни
најдобар	1	3	нај,до,бар
намалува	1	4	на,ма,лу,ва
јака	1	2	ја,ка
натерам	1	3	на,те,рам
дефинира	1	4	де,фи,ни,ра
дел	1	1
нерв	1	1
сили	1	2	си,ли
нему	1	2	не,му
волшебно	1	3	вол,ше,бно
исчезнам	1	3	ис,че,знам
предадам	1	3	пе,да,дам
замисла	1	3	за,мис,ла
мал	1	1
излажал	1	3	из,ла,жал
потешка	1	3	по,те,шка
колешките	1	4	ко,леш,ки,те
премолчено	1	4	пре,мол,че,но
контрола	1	3	кон,тро,ла
грижеше	1	3	гри,жеше
разбуден	1	3	раз,бу,ден
невин	1	2	не,вин
стојат	1	2	сто,јат
облечам	1	3	об,ле,чам
сожалува	1	4	со,жа,лу,ва
Тешко	1	2	Теш,ко
очајував	1	4	оча,ја,вав
ваква	1	2	ва,ква
прибере	1	3	при,бе,ре
претсобјето	1	4	пре,тсо,бје,то
посериозен	1	5	по,се,ри,о,зен
тефтер	1	2	теф,тер
спротивно	1	3	спро,тив,но
породат	1	3	по,ро,дат
изброив	1	3	и,збро,ив
десет	1	2	де,сет
породилиштето	1	6	по,ро,ди,ли,штето
страшно	1	2	страш,но
разделба	1	3	раз,дел,ба
бреме	1	2	бре,ме
родат	1	2	ро,дат
битие	1	3	би,тие
соѕвездија	1	4	со,зве,зди,ја
руменило	1	4	ру,ме,ни,ло
нејзино	1	3	не,ј,зи,но
присутна	1	3	при,су,тна
соперник	1	3	со,пе,рник
писменце	1	3	пис,ме,нце
менува	1	3	ме,ну,ва
скратено	1	3	скра,те,но
доење	1	3	до,ење
ќе	1	1
читав	1	2	чи,тав
офкав	1	2	оф,кав
сфатија	1	3	сфа,ти,ја
поздравував	1	4	поздра,ву,вав
поздравувам	1	4	поздра,ву,вам
помиреност	1	4	по,ми,ре,ност
очај	1	2	очај
живота	1	3	жи,во,та
обземаа	1	4	об,зе,маа
претсмртни	1	2	прет,смерт,ни
породилни	1	4	по,ро,ди,лни
вознемирен	1	4	воз,не,ми,рен
дојдеше	1	3	дој,де,ше
укор	1	2	у,кор
преглед	1	2	пре,глед
рамнотежа	1	4	рам,но,те,жа
цврста	1	1
минатотот	1	4	ми,на,тот
сакање	1	3	са,ка,ње
менуваше	1	4	ме,ну,ва,ше
корнеше	1	3	кор,не,ше
одвлечкана	1	4	од,влеч,ка,на
ним	1	1
спасат	1	2	спа,сат
повредат	1	3	по,вре,дат
безсознанија	1	5	бе,з,со,зна,ни,ја
сакав	1	2	са,кав
напор	1	2	на,пор
губев	1	2	гу,бе,в
агонија	1	4	а,го,ни,ја
спокојни	1	3	спо,кој,ни
допира	1	3	до,пи,ра
нестанување	1	5	не,стан,у,ва,ње
исчезнал	1	3	ис,че,знал
изустам	1	3	и,зустам
срипав	1	2	сри,па,в
преплашено	1	4	пре,пла,ше,но
кажат	1	2	ка,жат
малечкото	1	4	ма,леч,ко,то
малечко	1	3	ма,леч,ко
смеам	1	2	сме,ам
стивнам	1	2	сти,внам
НАПЕСКИ	1	3	НА,ПЕС,КИ
ИСПИТ	1	2	ИС,ПИТ
дрвјата	1	2	дрвја,та
часови	1	3	ча,со,ви
успокојување	1	6	успо,којување
факултетот	1	4	фа,кул,те,тот
помисла	1	3	по,мис,ла
ширинката	1	4	ши,рин,ка,та
почувствувате	1	5	почув,ству,ва,тe
кирија	1	3	ки,ри,ја
голема	1	3	го,ле,ма
студенти	1	3	сту,ден,ти
трпение	1	3	трпе,ние
доживуваше	1	5	до,жив,у,ваше
траеја	1	3	тра,еја
прилики	1	3	при,ли,ки
спокојно	1	3	спо,кој,но
жедта	1	2	жед,та
прошедби	1	3	про,ше,дби
екс	1	1
искапување	1	5	ис,ка,пу,ва,ње
тури	1	2	ту,ри
подруго	1	3	по,дру,го
подѕидокот	1	4	под,Ѕи,до,кот
помрачината	1	5	пом,ра,чи,на,та
вештина	1	3	веш,ти,на
трафиките	1	4	тра,фи,ки,тe
изутрината	1	5	и,зу,три,на,та
останало	1	4	ос,та,на,ло
страковите	1	4	стра,ко,ви,те
невремето	1	4	не,вре,ме,то
слученото	1	4	слу,че,но,то
испитот	1	3	ис,пи,тот
собурче	1	3	со,бу,рче
студирањето	1	5	сту,ди,ра,ње
корен	1	2	ко,рен
врева	1	2	вре,ва
одмине	1	3	од,ми,не
посакуваше	1	5	по,са,ку,ва,ше
стиховите	1	4	сти,хо,ви,те
мањана	1	3	мања,на
седиштето	1	4	се,диш,те
крикаат	1	3	кри,каат
повисоко	1	4	по,ви,со,ко
М	1	0
АНДРЕЕВСКИ	1	4	АН,ДРЕ,ЕВС,КИ
ДИМОСКИ	1	3	ДИ,МО,СКИ
Германија	1	4	Гер,ма,ни,ја
негови	1	3	не,го,ви
тажеа	1	3	та,же,а
поразбирливи	1	5	по,раз,бир,ли,ви
стапала	1	3	ста,па,ла
МАЈКАТА	1	3	МА,ЈКА,ТА
јасика	1	3	ја,си,ка
запира	1	3	за,пи,ра
засркнуваше	1	4	За,сркну,ва,ше
болело	1	3	бо,ле,ло
губеше	1	3	гу,бе,ше
мртвите	1	2	мр,тви,те
неситоста	1	4	не,си,тоста
набиеница	1	5	на,би,е,ни,ца
ЖЕНАТА	1	3	Же,на,та
горам	1	2	го,рам
испрати	1	3	ис,пра,ти
предупредуваше	1	6	пре,ду,пре,ду,ва,ше
одѕвијам	1	3	од,зви,јам
спомна	1	2	спом,на
НАРОДОТ	1	3	НА,РО,ДОТ
пеење	1	3	пе,ење
предница	1	3	пре,дни,ца
касаше	1	3	ка,саше
колење	1	3	ко,ле,ње
Смилево	1	3	Сми,ле,во
власт	1	1
преведуваше	1	5	пре,ве,ду,ва,ше
изумре	1	3	и,зум,ре
искрени	1	3	искре,ни
Џванката	1	3	Џван,ка,та
паметење	1	4	па,ме,тење
пасишта	1	3	па,си,шта
виолинисти	1	5	вио,ли,ни,сти
УРОШЕВИЌ	1	4	У,рош,е,вињ
ЛИКЕР	1	2	ЛИ,КЕР
архитектура	1	5
молерисуваше	1	6	мо,ле,ри,су,ва,ше
нечисти	1	3	не,чисти
силно	1	2	сил,но
почисти	1	3	по,чи,сти
расправаш	1	3	рас,пра,ваш
палат	1	2	па,лат
можеби	1	3	мо,же,би
купот	1	2	ку,пот
огласи	1	3	ог,ла,си
студент	1	2	stu,dent
договор	1	3	до,говор
септември	1	3	sep,tem,vri
градби	1	2	град,би
жици	1	2	жи,ци
стресе	1	2	стре,се
бавчата	1	3	ба,вча,та
осветлен	1	3	ос,вет,лен
нерешително	1	5	нере,ши,тељно
привлечно	1	3	при,вле,чно
проѕевна	1	3	про,ѕев,на
осветлам	1	3	освет,лам
столче	1	2	стол,че
спој	1	1
сме	1	1
заниша	1	3	за,ни,ша
седне	1	2	сед,не
оцени	1	3	о,це,ни
најмлада	1	3	нај,мла,да
чаши	1	2	ча,ши
ниша	1	2	ни,ша
лицата	1	3	ли,ца,та
затскриваше	1	4	за,тскри,ва,ше
први	1	1
ретки	1	2	рет,ки
мебелот	1	3	ме,бе,лот
мирно	1	2	мир,но
доаѓа	1	3	до,аѓа
наметливо	1	4	на,ме,тли,во
самец	1	2	са,мец
обидам	1	3	о,би,дам
дефект	1	2	де,фект
спијам	1	2	спи,јам
рамки	1	2	рам,ки
лисје	1	2	ли,сје
клекна	1	2	клек,на
отпи	1	2	от,пи
алчен	1	2	ал,чен
загризувајќи	1	5	за,гри,зу,ва,ја,јќи
смеење	1	3	сме,ење
ужаснат	1	3	у,жас,нат
Разгледувам	1	4	Раз,гу,ду,ва,м
љубопитно	1	4	љу,бо,пит,но
облак	1	2	о,блак
испрашување	1	5	ис,пра,шување
мижуркајќи	1	4	ми,жур,ка,јќи
ореви	1	3	о,ре,ви
Три	1	1
Сестри	1	2	Сес,три
знаел	1	2	зна,ел
вишните	1	3	виш,ни,не
бере	1	2	бе,ре
пчели	1	2	пче,ли
џебовите	1	4	џе,бо,ви,те
датумот	1	3	да,тум,от
кинеше	1	3	ки,не,ше
1963	1	0
ГЕОРГИЕВСКИ	1	5	Ге,ор,ги,ев,ски
ШТЕРЈОСКИ	1	3	Ште,рјо,ски
измислам	1	3	из,ми,сла,м
медово	1	3	ме,до,во
плачеле	1	3	пла,че,ле
Канада	1	3	Ка,на,да
ЧИНГО	1	2	ЧИН,ГО
ОРДЕН	1	2	ОР,ДЕН
ѓаволите	1	4	ѓа,во,ли,те
соколи	1	3	со,ко,ли
мажишта	1	3	ма,жи,шта
исушуваат	1	5	и,суш,у,ва,ат
ритчето	1	3	ри,че,то
раскажувам	1	4	рас,ка,жув,ам
лисјето	1	3	ли,сје,то
изгледаше	1	4	из,гле,даше
вљубен	1	2	вљу,бе,нен
вљуби	1	2	вљу,би,ва,и
добри	1	2	до,бри
конференции	1	5	кон,фер,ен,ци,и
довикнува	1	4	до,вик,ну,ва
разбираш	1	3	ра,зби,раш
појдам	1	2	пој,дам
блуската	1	3	блу,ска,та
падне	1	2	падне
стопува	1	3	сто,пу,ва
секретарот	1	4	сек,ре,та,рот
темни	1	2	тем,ни
сабја	1	2	сабја
меч	1	1
гласен	1	2	гла,сен
проанализираме	1	7	про,а,на,ли,зи,ра,ме
небудност	1	3	не,бу,дност
самокритикуваме	1	7	са,мо,кри,ти,ку,ва,me
враг	1	1
смисли	1	2	сми,сли
празници	1	3	пра,зи,ци
религијата	1	5	ре,ли,ги,ја,та
трипати	1	3	три,па,ти
Пропаст	1	2	Про,паст
сретнат	1	2	срет,нат
семе	1	2	се,ме
изгризам	1	3	из,гри,зам
гризе	1	2	гри,зе
цедам	1	2	це,дам
грижа	1	2	гри,жа
премислува	1	4	пре,ми,слу,ва
непоткован	1	4	непот,ко,ван
пљачкаш	1	2	пљач,каш
арамија	1	4	а,ра,ми,ја
потстегнуваше	1	5	пот,стег,ну,ваше
овдека	1	3	ов,де,ка
Амин	1	2	А,мин
одмаздат	1	3	од,маз,дат
трепне	1	2	треп,не
самокритикував	1	6	само,кри,ти,ку,вав
самокритика	1	5	само,кри,ти,ка
орден	1	2	ор,ден
поттупнува	1	4	пот,ту,пну,ва
устите	1	3	у,сти,те
пее	1	2	пе,е
моја	1	2	мо,ја
низете	1	3	ни,зе,те
шинел	1	2	ши,нел
легнам	1	2	лег,нам
липа	1	2	ли,па
слабината	1	4	сла,би,на,та
струполи	1	3	стур,по,ли
долина	1	3	до,ли,на
прекрасно	1	3	пре,крас,но
победата	1	4	по,бе,да,та
СИМЈАНОВСКИ	1	4	Сим,ја,нов,ски
ДРВО	1	1
зарѓани	1	3	зар,ѓа,ни
спиеја	1	3	спи,е,ја
прозорците	1	4	про,зор,ци,те
лелека	1	3	ле,лека
удирале	1	4	у,ди,ра,ле
летало	1	3	ле,та,ло
веруваа	1	4	вер,у,ваа
тикви	1	2	тик,ви
Стамен	1	2	Ста,мен
поминувало	1	5	по,ми,ну,ва,ло
заживе	1	3	за,жи,ве
јачело	1	3	ја,че,ло
престанало	1	4	пре,ста,на,ло
робија	1	3	ро,би,ја
гладија	1	3	гла,ди,ја
печеа	1	3	пе,чеа
нивните	1	3	ни,вни,не
Куле	1	2	Ку,ле
затворот	1	3	за,тор,от
уверат	1	3	у,ве,рат
погодите	1	4	по,до,ги,те
чудото	1	3	чу,до,то
испогани	1	4	ис,по,га,ни
братучедот	1	4	бра,ту,че,дот
нагости	1	3	на,го,сти
пушката	1	3	пуш,ка,та
огон	1	2	о,곤
Краста	1	2	Крас,та
ама	1	2	а,ма
краде	1	2	кра,де
дупнат	1	2	дуп,нат
Магдена	1	3	Маг,де,на
Магденица	1	4	Маг,де,ни,ца
ставите	1	3	ста,ви,те
застанал	1	3	за,ста,нал
извадено	1	4	изва,де,но
останал	1	3	ос,та,нал
гробот	1	2	гро,бот
Тејка	1	2	Те,ја,ка
бореле	1	3	бо,ре,ле
спасил	1	2	спа,сил
прискокнуваше	1	5	при,скок,ну,ва,ше
провнат	1	2	пров,нат
кандило	1	3	кан,ди,ло
ќевар	1	2	ќе,вар
остинат	1	3	ос,ти,нат
лапна	1	2	лап,на
дупи	1	2	ду,пи
тешка	1	2	те,шка
доаѓал	1	3	до,аѓал
кокошка	1	3	ко,кosh,ка
Максимица	1	4	Макс,и,ми,ца
чудат	1	2	чу,дат
крвиште	1	2	крвиште
тепкавичавите	1	6	теп,ка,ви,ча,ви,те
Дејан	1	2	Де,јан
МАНЕВСКИ	1	3	МА,НЕ,ВСКИ
МУВИТЕ	1	3	МУ,ВИ,ТЕ
бериќетна	1	4	бе,риќет,на
рајот	1	2	рај,от
Вистинскиот	1	4	Вис,тин,ски
концерт	1	2	кон,церт
пострадални	1	4	пост,ра,дал,ни
рани	1	2	ра,ни
дупчиња	1	3	дуп,чи,ња
незаситно	1	4	не,за,сит,но
јајца	1	2	јај,ца
раничка	1	3	ра,нич,ка
смртносен	1	2	смрт,но,сен
духовници	1	4	дух,ов,ни,ци
исполнителни	1	5	ис,поль,ни,тел,ни
мери	1	2	ме,ри
моќен	1	2	моќ,ен
злото	1	2	зло,то
планета	1	3	пла,не,та
милијарди	1	4	ми,ли,јар,ди
покорност	1	3	по,ко,рност
култура	1	3	кул,ту,ра
запаметив	1	4	за,па,ме,тив
превоспитаат	1	5	пре,во,спи,таат
наредба	1	3	на,ред,ба
непослушност	1	4	не,пос,луш,ност
трепнеш	1	2	треп,неш
подвиг	1	2	под,виг
околии	1	4	о,кo,лу,и,i
наша	1	2	на,ша
крилца	1	2	кри,лца
Коравија	1	4	Ко,ра,ви,ја
камерите	1	4	ка,ме,ри,те
популарноста	1	5	по,пу,лар,носта
тврдо	1	1
поданици	1	4	по,да,ни,ци
нации	1	3	на,ци,и
пливаа	1	3	пи,ваа
ветровите	1	4	вет,ро,ви,те
ѕунат	1	2	ѕу,нат
летаат	1	3	ле,таат
капки	1	2	кап,ки
витосаат	1	4	ви,то,саат
СМАЌОСКИ	1	3	Сма,,ќо,ски
МОСТ	1	1
умрените	1	4	ум,ре,ни,те
белутрак	1	3	бе,лу,тра,к
песок	1	2	пе,сок
жените	1	3	же,ни,те
клукодрвец	1	3	клу,ко,дрве,ц
мајсторите	1	4	мај,сто,ри,те
ртови	1	2	рто,ви
нечуени	1	4	не,чу,е,ни
таинствености	1	5	та,ин,стве,но,сти
стомаци	1	3	сто,ма,ци
Зарек	1	2	За,рек
мовчиња	1	3	мов,чиња
градба	1	2	град,ба
значење	1	3	за,че,ње,ње
вечноста	1	3	ве,чноста
сенки	1	2	сен,ки
прелажување	1	5	пре,ла,жу,вање
мајсторе	1	3	мај,сто,ре
јасики	1	3	ја,си,ки
зачестено	1	4	за,че,сте,но
скутови	1	3	ску,то,ви
суша	1	2	су,ша
засени	1	3	за,се,ни
ГИЛЕВСКИ	1	3	Ги,ле,вски
ГЛАВА	1	2	ГЛА,ВА
документи	1	4	до,ку,мен,ти
згрутчила	1	3	згру,тчи,ла
востаник	1	3	во,ста,ник
востаникот	1	4	во,ста,ни,кот
општост	1	2	оп,што,ст
барабани	1	4	ба,ра,бa,ни
покобно	1	3	по,ко,бно
вршки	1	1
церемонија	1	5	це,ре,ми,ја
барабанџии	1	5	ба,ра,банџи,и
пребледовме	1	4	пре,бле,дов,ме
брада	1	2	бра,да
напорка	1	3	на,пор,ка
херојство	1	3	хе,рој,ство
спомениците	1	5	спо,ме,ниците
доблести	1	3	доб,лес,ти
епоси	1	3	е,по,си
односи	1	3	од,но,си
повев	1	2	по,вев
маскарада	1	4	ма,ска,ра,да
сали	1	2	са,ли
стиснати	1	3	стис,на,ти
предметот	1	3	пред,ме,тот
бестелесна	1	4	бе,сте,лес,на
БИЦЕВСКИ	1	3	Би,це,вс,ки
КАЈМАКЧАЛАН	1	4	КАЈ,МАК,ЧА,ЛАН
Нушков	1	2	Нуш,ков
год	1	1
топовите	1	4	то,по,ви,те
зима	1	2	зи,ма
изобилство	1	4	и,зо,би,лство
повлечат	1	3	пов,ле,чат
непредвидено	1	5	не,пре,дви,де,но
напаѓањето	1	5	на,паѓање,то
Тресино	1	3	Тре,си,но
Крсте	1	1
момченцето	1	4	мом,че,нето
ранец	1	2	ран,ец
ѓулето	1	3	ѓу,ле,то
животи	1	3	жи,во,ти
црквичето	1	3	цркви,чето
ѓуле	1	2	ѓу,ле
ранецот	1	3	ра,не,цот
паѓаат	1	3	паѓа,ат
Знам	1	1
чистота	1	3	чи,сто,та
Кронцелево	1	4	Крон,це,ле,во
Македонците	1	5	Маке,дон,ци,те
понестрпливи	1	4	по,не,стрп,ли,ви
живо	1	2	жи,во
Ниџе	1	2	Ниџе
раздвижена	1	4	раз,дви,же,на
чај	1	1
исплука	1	3	ис,плу,ка
гладот	1	2	гладот
намера	1	3	на,ме,ра
упорноста	1	4	у,пор,носта
војници	1	3	вој,ни,ци
присебност	1	3	при,се,бност
доближам	1	3	до,бли,жам
херја4	1	2	хер,ја
автоматот	1	4	ав,то,мат,от
десетаре	1	4	де,се,та,ре
заробен	1	3	за,ро,бен
заробил	1	3	за,ро,бил
БЕЛЕВА	1	3	бе,ле,ва
ПРЕСМЕТКА	1	3	ПРЕС,МЕТ,КА
пекол	1	2	пе,кол
колнам	1	2	kol,nam
бавчите	1	3	ба,вчи,те
пауни	1	3	пау,ни
птичишта	1	3	пти,чи,шта
везат	1	2	ве,зат
имате	1	3	и,ма,те
мажене	1	3	ма,же,не
Цвете	1	2	Цве,те
лелекања	1	4	ле,ле,ка,ња
телеграма	1	4	те,ле,гра,ма
